vader_score,vader_score_pos,vader_score_neg
-0.296,0.0,0.239
0.7308,0.32,0.0
0.3741,0.253,0.111
-0.1356,0.0,0.168
0.4019,0.363,0.113
0.8481,0.804,0.0
0.9601,0.692,0.0
0.7996,0.46,0.196
0.6249,0.56,0.0
-0.9785,0.0,0.46
0.8977,0.459,0.0
0.9517,0.222,0.0
0.7579,0.396,0.0
0.9922,0.432,0.0
0.8,0.544,0.0
0.9349,0.779,0.0
0.7003,0.583,0.688
0.8883,0.496,0.0
0.0,0.0,0.0
0.895,0.277,0.0
-0.5719,0.0,0.0
0.743,0.0,0.0
0.9304,0.332,0.016
0.9242,0.267,0.0
0.9136,0.796,0.0
0.8434,0.512,0.179
0.0,0.0,0.0
0.9545,0.633,0.0
0.296,0.688,0.0
0.6249,0.577,0.0
0.5719,0.112,0.0
-0.5267,0.0,0.306
-0.6249,0.0,0.065
0.4939,0.118,0.0
0.7506,0.762,0.0
0.9409,0.448,0.0
0.8271,0.406,0.0
0.9522,0.692,0.0
0.9565,0.29,0.0
0.9957,0.258,0.309
0.128,0.0,0.074
-0.6705,0.0,0.125
0.1779,0.0,0.218
-0.7665,0.229,0.426
0.582,0.136,0.118
0.8872,0.154,0.0
0.9606,0.597,0.0
0.0,0.0,0.0
0.9523,0.498,0.0
0.5994,0.588,0.129
0.9966,0.252,0.104
0.5321,0.804,0.192
-0.5719,0.0,0.0
0.9332,0.723,0.0
0.9467,0.577,0.0
0.4404,0.744,0.0
0.7717,0.339,0.0
0.9545,0.821,0.0
0.8074,0.144,0.0
0.9074,0.164,0.0
0.932,0.674,0.0
-0.6486,0.0,0.181
0.5927,0.125,0.0
-0.6549,0.636,0.271
0.5859,0.559,0.0
0.4939,0.762,0.0
0.3384,0.515,0.421
0.0,0.0,0.0
0.0,0.338,0.0
0.4497,0.0,0.04
0.764,0.485,0.0
0.9795,0.669,0.0
0.8204,0.443,0.073
0.0,0.0,0.0
0.4404,0.744,0.0
0.6227,0.315,0.0
0.8481,0.451,0.23
0.7163,0.283,0.0
-0.5719,0.0,0.0
0.8316,0.796,0.0
0.762,0.686,0.0
0.6249,0.291,0.0
0.8625,0.207,0.0
-0.6705,0.244,0.318
-0.0159,0.633,0.3
-0.2075,0.557,0.134
-0.4576,0.0,0.067
0.9169,0.548,0.0
0.7351,0.11,0.0
0.9597,0.418,0.0
0.9413,0.514,0.0
0.926,0.248,0.0
0.0434,0.265,0.142
0.9662,0.371,0.082
-0.5423,0.0,0.0
0.9231,0.28,0.0
0.91,0.3,0.0
-0.4576,0.0,0.13
0.8074,0.552,0.0
0.9118,0.469,0.064
0.4215,0.177,0.0
0.0,0.0,0.0
0.9348,0.285,0.042
0.5719,0.787,0.0
0.9423,0.379,0.0
0.9454,0.322,0.0
0.9366,0.361,0.0
0.9658,0.322,0.0
-0.4939,0.398,0.556
0.802,0.703,0.096
0.0453,0.42,0.033
0.0,0.0,0.0
-0.128,0.0,0.0
0.7947,0.444,0.0
-0.4404,0.592,0.094
0.9108,0.482,0.0
0.765,0.649,0.0
0.9623,0.446,0.0
0.0,0.0,0.0
0.7506,0.737,0.0
0.4404,0.492,0.0
0.9153,0.63,0.0
0.128,0.31,0.239
0.8338,0.346,0.121
0.5971,0.193,0.274
-0.5719,0.0,0.0
-0.4678,0.0,0.135
0.1027,0.841,1.0
-0.7013,0.0,0.26
-0.2782,0.0,0.0
0.7906,0.175,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.4201,0.545,0.271
-0.8969,0.19,0.145
0.7887,0.346,0.0
0.9878,0.291,0.12
0.9022,0.787,0.0
0.9816,0.193,0.122
0.8625,0.128,0.0
0.6249,0.672,0.0
0.9419,0.577,0.0
0.6369,0.7,0.101
0.9169,0.617,0.0
0.9285,0.368,0.193
0.3961,0.163,0.0
0.4927,0.516,0.0
0.6904,0.441,0.083
0.9258,0.585,0.0
0.7964,0.64,0.0
-0.8834,0.583,0.468
0.9117,0.3,0.0
0.9678,0.409,0.0
0.2484,0.117,0.318
0.6249,0.804,0.0
0.9412,0.404,0.0
0.7717,0.785,0.15
0.6908,0.215,0.0
0.669,0.379,0.127
-0.5719,0.0,0.0
-0.296,0.0,0.355
0.9501,0.333,0.13
0.9674,0.329,0.141
-0.6478,0.0,0.077
0.9781,0.41,0.0
0.8074,1.0,0.0
-0.5719,0.0,0.0
0.8957,0.52,0.126
0.8225,0.8,0.0
0.9615,0.263,0.0
-0.6373,0.556,0.279
0.8108,0.261,0.0
0.409,0.164,0.05
0.2263,0.0,0.0
0.8316,0.259,0.0
0.9042,0.409,0.0
0.5563,0.0,0.0
0.9587,0.336,0.0
0.9311,0.39,0.0
0.8169,0.362,0.071
0.2724,0.338,0.09
0.0,0.0,0.0
0.6808,0.804,0.083
0.9642,0.445,0.0
0.4404,0.0,0.0
0.9535,0.208,0.0
0.7783,0.43,0.0
-0.7906,0.0,0.301
0.2732,0.0,0.141
-0.1831,0.455,0.11
-0.5187,0.0,0.176
-0.2263,0.381,0.237
0.4215,0.483,0.0
0.9231,0.684,0.055
0.7181,0.082,0.0
0.7926,0.155,0.0
0.4215,0.259,0.0
0.7003,0.659,0.0
0.0374,0.104,0.098
0.9336,0.408,0.213
0.9552,0.558,0.0
0.8923,0.45,0.0
0.8883,0.447,0.0
0.9869,0.358,0.0
0.5994,0.302,0.0
0.9565,0.352,0.0
-0.2255,0.0,0.066
0.8842,0.661,0.071
0.8779,0.512,0.0
0.765,0.565,0.073
-0.788,0.0,0.303
-0.5719,0.0,0.0
0.9639,0.209,0.0
0.9081,0.464,0.0
-0.5719,0.0,0.0
0.0,0.0,0.0
0.9509,0.565,0.0
0.9594,0.359,0.0
0.9033,0.418,0.124
0.9812,0.278,0.0
0.8904,0.457,0.088
0.8357,0.0,0.0
0.4767,0.375,0.182
0.9644,0.261,0.039
0.863,0.354,0.0
-0.469,0.492,0.172
0.0,0.649,0.0
0.9473,0.464,0.0
0.9423,0.313,0.0
0.964,0.417,0.0
-0.9186,0.0,0.538
0.4927,0.39,0.0
-0.3875,0.744,0.175
0.8957,0.263,0.0
0.0,0.0,0.0
-0.802,0.0,0.778
0.9081,0.371,0.0
0.8225,0.789,0.493
0.8519,0.608,0.0
0.4215,0.219,0.0
-0.341,0.436,0.478
0.431,0.533,0.0
0.8126,0.559,0.0
0.024,0.508,0.13
0.0387,0.0,0.073
0.9896,0.211,0.099
-0.3919,0.259,0.228
-0.8934,0.0,0.5
0.0,0.0,0.0
0.1901,0.0,0.069
0.3402,0.148,0.075
0.9247,0.549,0.0
-0.9274,0.0,0.23
0.8643,0.467,0.0
0.9584,0.318,0.0
0.8934,0.47,0.0
0.765,0.485,0.0
0.6249,0.804,0.0
0.8126,0.565,0.0
0.9255,0.431,0.0
0.5413,0.538,0.0
0.3832,0.75,0.161
0.991,0.398,0.0
0.8442,0.691,0.0
-0.5122,0.0,0.223
0.9209,0.201,0.0
0.8779,0.747,0.0
-0.2023,0.403,0.412
0.7841,0.201,0.309
0.836,0.306,0.0
0.0,0.0,0.0
0.9274,0.552,0.0
-0.296,0.0,0.355
-0.6542,0.462,0.262
0.4486,0.541,0.161
0.0,0.375,0.0
0.0,0.0,0.0
0.885,0.486,0.0
0.0,0.74,0.0
0.6463,0.626,0.376
0.0,0.0,0.0
0.9186,0.215,0.102
0.9516,0.158,0.0
0.7003,0.53,0.0
-0.0754,0.744,0.134
0.4404,0.592,0.0
0.5719,0.552,0.0
0.6044,0.433,0.208
0.4404,0.524,0.0
0.0,0.0,0.0
0.6249,0.804,0.0
0.4555,0.589,0.118
0.8271,0.804,0.0
-0.5719,0.0,0.0
-0.7348,0.54,0.132
0.8972,0.371,0.337
0.7506,0.219,0.0
0.8885,0.434,0.0
0.296,0.0,0.0
0.7906,0.538,0.0
0.0,0.0,0.0
-0.4019,0.0,0.13
0.9274,0.423,0.0
0.9042,0.409,0.0
0.7939,0.615,0.0
-0.202,0.444,0.285
0.3626,0.516,0.458
0.9485,0.489,0.0
-0.5812,0.473,0.232
0.8225,0.562,0.08
0.0,0.0,0.0
0.9616,0.36,0.0
-0.1779,0.0,0.0
0.9795,0.522,0.0
0.0,0.0,0.0
-0.7269,0.0,0.202
0.0,0.0,0.0
-0.8155,0.0,0.166
0.7703,0.46,0.0
0.4588,0.623,0.107
0.709,0.147,0.0
0.5106,0.519,0.057
0.0,0.0,0.0
0.797,0.0,0.101
-0.5719,0.0,0.0
0.4588,0.134,0.159
0.762,0.686,0.0
-0.5719,0.0,0.0
0.807,0.186,0.0
0.9692,0.274,0.0
0.6494,0.273,0.33
0.0,0.0,0.0
0.9777,0.384,0.0
0.8225,0.509,0.0
0.4588,0.0,0.0
0.9409,0.64,0.152
0.3384,0.615,0.1
-0.3612,0.351,0.102
0.4404,0.326,0.0
0.9786,0.481,0.0
0.8201,0.397,0.0
-0.8717,0.0,0.158
-0.5719,0.0,0.0
0.7003,0.592,0.0
0.8977,0.785,0.0
-0.4939,0.0,0.144
0.8634,0.411,0.047
-0.3551,0.405,0.257
0.9099,0.116,0.0
0.7096,0.398,0.221
0.8514,0.724,0.145
-0.8687,0.138,0.128
0.9307,0.719,0.0
0.9771,0.341,0.0
0.4215,0.667,0.0
0.7351,0.507,0.0
0.8883,0.434,0.0
-0.3768,0.426,0.24
0.9294,0.281,0.085
0.7269,0.435,0.342
-0.9566,0.241,0.146
0.2732,0.861,0.63
0.9393,0.673,0.182
0.796,0.272,0.0
0.1027,0.219,0.0
0.5489,0.303,0.0
-0.1779,0.737,0.6
0.8555,0.394,0.0
0.875,0.538,0.137
0.9442,0.438,0.0
0.9032,0.289,0.052
0.5859,0.559,0.0
0.6997,0.537,0.0
-0.5719,0.0,0.0
0.0,0.574,0.114
0.9493,0.562,0.0
0.975,0.41,0.0
-0.7346,0.0,0.243
0.5965,0.0,0.0
0.9349,0.57,0.0
0.4812,0.0,0.029
0.7181,0.113,0.119
0.9062,0.744,0.0
-0.9217,0.484,0.192
0.719,0.515,0.124
0.6249,0.672,0.0
0.8689,0.408,0.0
0.9529,0.339,0.0
-0.5719,0.0,0.0
0.8779,0.556,0.182
0.875,0.314,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.7713,0.242,0.0
-0.8627,0.0,0.194
-0.296,0.0,0.0
-0.5719,0.0,0.0
0.9956,0.246,0.024
0.9287,0.716,0.0
0.7184,0.75,0.0
0.0,0.0,0.0
0.9477,0.451,0.29
0.9693,0.651,0.0
0.5574,0.0,0.0
0.9796,0.359,0.0
0.7137,0.249,0.0
-0.4404,0.0,0.266
0.5574,0.643,0.0
0.469,0.338,0.0
0.9667,0.45,0.0
0.6808,0.452,0.0
-0.7101,0.0,0.198
0.34,0.516,0.141
0.9468,0.439,0.0
0.9611,0.437,0.0
0.9893,0.476,0.0
0.8173,0.375,0.0
0.9359,0.452,0.0
0.25,0.649,0.105
0.9743,0.418,0.0
0.802,0.462,0.0
0.0,0.466,0.0
0.1779,0.0,0.0
0.9246,0.272,0.0
-0.5719,0.0,0.0
0.9508,0.753,0.0
-0.8108,0.0,0.28
0.8676,0.606,0.0
0.7579,0.619,0.0
0.946,0.7,0.0
-0.3824,0.556,0.298
-0.4728,0.0,0.0
0.5574,0.0,0.0
0.8307,0.258,0.188
0.8923,0.572,0.181
0.0,0.649,0.0
0.9783,0.466,0.0
0.8969,0.296,0.072
-0.2263,0.268,0.348
0.5574,0.0,0.0
0.91,0.467,0.0
-0.8159,0.0,0.268
-0.8883,0.0,0.253
0.8858,0.43,0.0
-0.7523,0.367,0.119
0.8591,0.613,0.0
0.6908,0.182,0.0
0.891,0.449,0.0
0.12,0.231,0.0
0.7778,0.592,0.0
0.5574,0.0,0.0
0.9711,0.545,0.0
0.3182,0.0,0.0
0.6858,0.306,0.0
0.8439,0.191,0.167
0.5719,0.316,0.134
0.0,0.0,0.0
-0.5719,0.0,0.0
-0.3818,0.318,0.574
0.9738,0.328,0.0
0.8673,0.606,0.059
0.9348,0.414,0.0
0.9001,0.583,0.0
0.8779,0.591,0.0
0.9286,0.484,0.138
0.7249,0.249,0.164
0.9184,0.251,0.0
0.8516,0.697,0.0
0.5046,0.544,0.0
-0.9011,0.0,0.172
0.0,0.0,0.0
0.3612,0.0,0.176
-0.5719,0.0,0.0
0.9056,0.464,0.0
0.7717,0.526,0.0
-0.7943,0.0,0.457
0.4404,0.592,0.0
0.9013,0.545,0.0
0.9042,0.542,0.0
0.9001,0.8,0.0
0.8402,0.5,0.0
0.296,0.0,0.0
0.5859,0.322,0.122
-0.3597,0.202,0.203
0.9217,0.577,0.0
-0.7506,0.0,0.278
0.7645,0.622,0.0
0.9169,0.713,0.064
0.9419,0.514,0.0
0.7184,0.353,0.0
0.9693,0.356,0.0
0.0258,0.222,0.431
0.9039,0.708,0.151
0.9707,0.329,0.0
0.8818,0.293,0.0
0.7956,0.513,0.256
0.967,0.27,0.0
0.9667,0.286,0.0
0.8733,0.803,0.158
0.9711,0.381,0.044
0.2076,0.026,0.0
0.4927,0.0,0.0
0.9824,0.369,0.0
0.6808,0.078,0.0
0.9887,0.366,0.0
0.9597,0.336,0.09
0.8379,0.36,0.0
0.7,0.209,0.15
0.8481,0.732,0.0
-0.25,0.157,0.045
0.7977,0.257,0.071
0.9011,0.297,0.105
-0.7369,0.0,0.209
0.7645,0.204,0.089
0.8176,0.394,0.0
0.9241,0.365,0.0
0.8381,0.202,0.0
0.5106,0.452,0.0
-0.1531,0.0,0.138
-0.5367,0.615,0.689
0.907,0.333,0.055
0.0258,0.615,0.508
0.1531,0.187,0.175
0.0,0.0,0.0
0.2249,0.366,0.321
0.9724,0.709,0.0
0.7375,0.0,0.043
0.8126,0.487,0.0
0.9042,0.792,0.0
0.954,0.21,0.076
0.9963,0.275,0.058
0.0,0.0,0.0
0.765,0.531,0.0
0.3415,0.193,0.297
0.8836,0.667,0.132
0.7264,0.444,0.127
0.9153,0.762,0.0
0.9666,0.562,0.0
0.8074,1.0,0.0
0.5697,0.249,0.062
0.9428,0.466,0.0
0.3045,0.39,0.073
0.9061,0.24,0.0
0.9873,0.451,0.0
0.8126,0.519,0.0
-0.3182,0.147,0.221
0.5719,0.545,0.133
0.5106,0.49,0.104
0.4754,0.436,0.0
-0.0415,0.354,0.135
0.9589,0.477,0.0
0.9778,0.413,0.0
0.9149,0.444,0.0
0.6592,0.278,0.0
0.9001,0.402,0.0
0.9698,0.474,0.0
0.4019,0.241,0.103
0.8955,0.444,0.0
0.9139,0.393,0.0
-0.4019,0.0,0.278
0.8297,0.529,0.401
0.9501,0.694,0.038
0.9196,0.477,0.0
0.9479,0.237,0.0
0.8126,0.213,0.0
0.5469,0.494,0.277
-0.463,0.577,0.148
0.875,0.355,0.0
-0.5719,0.0,0.0
0.8107,0.309,0.0
0.4404,0.462,0.608
0.8957,0.596,0.0
0.5423,0.655,0.423
0.9179,0.694,0.0
0.4754,0.382,0.0
0.9081,0.804,0.0
0.5719,0.0,0.0
0.6597,0.333,0.0
0.3612,0.583,0.756
-0.296,0.0,0.04
0.8016,0.174,0.0
0.5859,0.792,0.0
-0.7096,0.0,0.423
0.921,0.335,0.0
0.8586,0.369,0.07
0.8816,0.57,0.0
0.1094,0.0,0.095
0.8809,0.319,0.066
0.8588,0.425,0.043
0.8779,0.393,0.119
0.7096,0.058,0.06
0.9853,0.336,0.0
0.6249,0.272,0.0
0.8908,0.412,0.0
0.9591,0.366,0.061
0.945,0.588,0.0
-0.7964,0.0,0.468
0.3673,0.473,0.286
0.8316,0.638,0.0
0.9366,0.252,0.029
-0.0768,0.0,0.105
0.6249,0.0,0.0
0.4215,0.412,0.0
0.4019,0.184,0.0
0.5413,0.636,0.0
0.8628,0.39,0.0
0.6249,0.33,0.315
0.8271,0.24,0.0
0.8111,0.538,0.0
0.948,0.552,0.0
0.9969,0.302,0.0
0.9711,0.468,0.0
0.743,0.144,0.0
0.3818,0.191,0.0
-0.5267,0.0,0.0
0.8757,0.394,0.077
0.7574,0.52,0.0
0.4215,0.573,0.71
-0.802,0.0,0.538
0.7037,0.55,0.096
0.7506,0.259,0.0
0.4939,0.615,0.0
0.8519,0.571,0.0
0.9776,0.675,0.309
0.9859,0.608,0.0
0.5574,0.0,0.0
0.6249,0.281,0.0
0.9578,0.329,0.1
0.9738,0.25,0.0
-0.34,0.245,0.0
0.926,0.474,0.0
-0.5095,0.583,0.164
0.25,0.091,0.574
0.7003,0.453,0.0
0.7845,0.452,0.0
0.9825,0.287,0.0
-0.5719,0.0,0.0
-0.7264,0.0,0.117
-0.4336,0.0,0.264
0.9788,0.559,0.0
0.4404,0.744,0.0
0.9371,0.236,0.0
0.6808,0.137,0.0
0.8126,0.559,0.0
0.7269,0.319,0.0
0.8271,0.804,0.0
0.7845,0.623,0.0
0.9352,0.129,0.115
0.2716,0.186,0.13
0.9514,0.87,0.0
0.8934,0.527,0.0
0.0,0.252,0.0
0.8442,0.149,0.0
0.8344,0.26,0.0
-0.5563,0.0,0.0
0.9349,0.463,0.0
0.8716,0.106,0.093
0.0,0.0,0.0
0.946,0.347,0.0
0.6369,0.667,0.141
0.0,0.242,0.0
0.5349,0.506,0.092
0.5574,0.0,0.0
0.9512,0.316,0.048
-0.1027,0.535,0.19
-0.5768,0.636,0.391
0.0,0.0,0.0
0.6124,0.667,0.0
-0.5719,0.0,0.0
-0.5267,0.0,0.524
0.8761,0.156,0.0
0.888,0.276,0.0
0.7184,0.437,0.0
0.0,0.0,0.0
-0.5719,0.0,0.0
0.9921,0.457,0.134
0.8437,0.502,0.0
0.5859,0.487,0.0
0.8014,0.538,0.13
0.8625,0.828,0.0
0.7003,0.432,0.361
0.9246,0.229,0.0
0.8957,0.878,0.0
0.2732,0.0,0.0
0.6249,0.506,0.0
0.8074,0.549,0.0
-0.9144,0.0,0.162
0.9377,0.679,0.0
0.4576,0.415,0.459
-0.3465,0.039,0.0
0.0,0.0,0.0
0.836,0.418,0.0
0.4215,0.286,0.0
0.3767,0.44,0.158
0.4215,0.0,0.0
0.7778,0.444,0.0
0.4588,0.188,0.0
0.0,0.0,0.0
0.7889,0.107,0.0
0.8576,0.654,0.0
0.8207,0.498,0.0
0.8627,0.639,0.0
0.9473,0.358,0.0
-0.0772,0.0,0.159
0.4754,0.304,0.0
0.872,0.227,0.0
0.5789,0.744,0.207
-0.7841,0.0,0.176
0.0553,0.516,0.351
0.4019,0.744,0.269
0.2208,0.454,0.11
0.9226,0.532,0.0
0.8536,0.408,0.0
0.7506,0.444,0.0
0.9148,0.322,0.077
0.5574,0.0,0.0
0.9012,0.0,0.044
0.7351,0.506,0.037
-0.3875,0.0,0.396
0.8748,0.171,0.0
0.0,0.0,0.0
0.9136,0.349,0.0
0.9036,0.736,0.0
0.8901,0.397,0.0
-0.5719,0.0,0.0
0.4576,0.499,0.0
0.3818,0.649,0.349
0.9451,0.286,0.0
-0.8288,0.0,0.122
0.552,0.416,0.0
-0.755,0.0,0.116
0.9877,0.184,0.322
-0.5719,0.0,0.0
0.8923,0.191,0.0
0.836,0.725,0.0
0.7619,0.776,0.205
0.7841,0.804,0.0
0.0,0.0,0.0
0.6369,0.126,0.417
0.765,0.767,0.0
-0.4213,0.0,0.133
0.9723,0.239,0.095
0.0,0.0,0.0
0.2732,0.643,0.0
0.8817,0.308,0.0
0.7579,0.173,0.0
-0.5719,0.0,0.0
0.5103,0.75,0.184
0.3182,0.0,0.0
-0.0516,0.787,1.0
-0.6305,0.574,0.241
0.7397,0.676,0.0
0.9842,0.188,0.0
0.802,0.141,0.0
0.7506,0.412,0.0
0.7576,0.582,0.109
0.9676,0.429,0.058
0.5994,0.381,0.22
0.0112,0.398,0.087
0.969,0.437,0.0
0.9529,0.66,0.0
0.734,0.553,0.0
0.8847,0.333,0.0
0.8689,0.608,0.0
-0.101,0.787,0.164
0.0,0.0,0.0
0.9441,0.511,0.0
0.9332,0.575,0.355
0.8591,0.593,0.085
0.9759,0.549,0.0
0.926,0.251,0.0
0.8176,0.494,0.0
0.8834,0.595,0.0
0.9396,0.51,0.0
-0.3612,0.0,0.161
0.8658,0.265,0.0
0.6454,0.174,0.106
0.9627,0.173,0.0
0.9861,0.62,0.0
0.9874,0.466,0.0
0.2846,0.0,0.0
0.9791,0.334,0.0
0.9112,0.325,0.025
0.0,0.0,0.0
0.7346,0.225,0.0
0.8979,0.377,0.0
-0.7964,0.0,0.286
0.0,0.0,0.0
0.7269,0.452,0.0
0.765,0.452,0.0
0.5165,0.479,0.111
0.0,0.0,0.0
0.9162,0.481,0.0
0.9829,0.358,0.0
-0.4168,0.398,0.166
0.3197,0.416,0.236
0.0,0.0,0.0
0.7889,0.306,0.0
0.8017,0.524,0.109
0.4927,0.242,0.0
0.0,0.0,0.0
0.9144,0.281,0.0
0.886,0.394,0.0
0.911,0.658,0.0
-0.4767,0.0,0.508
0.945,0.537,0.0
0.9875,0.289,0.0
0.5859,0.297,0.0
0.8402,0.487,0.0
0.9774,0.415,0.0
0.0,0.0,0.0
0.866,0.389,0.059
0.9366,0.729,0.0
0.8748,0.373,0.046
0.1635,0.326,0.273
0.9098,0.263,0.0
0.6772,0.527,0.157
0.9136,0.438,0.0
0.5574,0.262,0.098
0.9274,0.328,0.0
0.9739,0.181,0.0
0.7414,0.496,0.028
0.8357,0.56,0.0
0.0,0.0,0.0
0.7316,0.672,0.0
0.0,0.0,0.0
0.9637,0.587,0.0
-0.5302,0.375,0.271
0.4019,0.403,0.0
0.0,0.0,0.0
0.5994,0.661,0.0
-0.128,0.244,0.124
0.8834,0.283,0.0
0.9719,0.568,0.0
0.9426,0.258,0.0
0.4215,0.177,0.0
0.4404,0.744,0.0
0.6705,0.468,0.0
0.6542,0.66,0.0
0.9081,0.655,0.0
0.891,0.744,0.0
0.9063,0.53,0.182
0.9702,0.565,0.0
-0.2732,0.0,0.231
-0.2572,0.0,0.145
0.0,0.0,0.0
0.4927,0.516,0.0
0.945,0.312,0.0
0.9612,0.545,0.0
0.6453,0.136,0.04
0.924,0.189,0.222
0.8479,0.565,0.043
0.1027,0.452,0.293
0.8155,0.642,0.0
-0.5859,0.0,0.231
0.7487,0.484,0.105
0.7391,0.272,0.0
0.9081,0.059,0.0
0.7778,0.576,0.0
0.9769,0.405,0.0
0.9163,0.397,0.0
0.5719,0.787,0.0
0.8479,0.326,0.0
0.5859,0.226,0.0
0.9628,0.398,0.0
0.8016,0.179,0.0
0.4582,0.526,0.0
0.2944,0.155,0.0
0.8074,0.71,0.094
0.0,0.0,0.0
0.0,0.0,0.0
0.8934,0.321,0.0
0.807,0.457,0.14
-0.2187,0.0,0.169
0.7351,0.172,0.121
0.9041,0.571,0.0
0.9473,0.388,0.0
0.0,0.0,0.0
0.9583,0.567,0.0
0.6428,0.487,0.0
-0.7556,0.0,0.219
0.8176,0.804,0.0
0.4927,0.615,0.0
0.7884,0.471,0.167
0.7623,0.747,0.032
0.8773,0.516,0.0
0.0,0.0,0.0
0.5719,0.381,0.0
0.9785,0.456,0.0
-0.8516,0.0,0.383
0.611,0.328,0.322
0.7845,0.355,0.0
0.6528,0.451,0.288
0.9641,0.456,0.0
0.7233,0.464,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.4215,0.583,0.0
0.9601,0.281,0.0
0.8119,0.466,0.124
0.963,0.455,0.0
-0.0258,0.0,0.0
0.8384,0.134,0.0
0.0,0.0,0.0
0.7096,0.496,0.0
0.1901,0.0,0.113
0.8897,0.465,0.148
0.4215,0.0,0.0
0.0,0.0,0.0
0.8999,0.461,0.0
0.3818,0.0,0.019
0.8111,0.333,0.0
0.0,0.0,0.0
-0.5719,0.0,0.0
0.8316,0.722,0.0
0.9367,0.489,0.112
-0.5719,0.0,0.0
-0.7935,0.293,0.234
0.762,0.522,0.0
-0.3182,0.247,0.0
0.6249,0.868,0.0
0.0,0.0,0.0
-0.2876,0.325,0.061
0.9217,0.276,0.079
0.891,0.516,0.18
0.296,0.42,0.298
0.7778,0.43,0.0
0.9359,0.383,0.0
0.8104,0.71,0.0
0.8555,0.402,0.0
0.5574,0.0,0.0
0.6924,0.563,0.063
-0.4767,0.0,0.383
0.2525,0.0,0.049
0.9286,0.59,0.0
-0.4927,0.0,0.117
0.7783,0.268,0.049
0.9761,0.367,0.0
0.9307,0.376,0.0
0.9605,0.222,0.0
0.8439,0.569,0.0
0.0,0.574,0.0
0.9517,0.351,0.0
0.6079,0.781,0.123
0.8316,0.481,0.0
0.7501,0.466,0.0
0.9402,0.29,0.076
0.4404,0.51,0.352
0.6249,0.672,0.0
0.7947,0.615,0.0
0.9453,0.331,0.0
0.0,0.0,0.0
0.296,0.459,0.268
0.9732,0.428,0.124
0.7496,0.444,0.093
0.7269,0.463,0.139
0.911,0.611,0.0
0.0258,0.0,0.0
-0.6249,0.0,0.135
0.8641,0.492,0.0
-0.0276,0.272,0.341
0.3612,0.556,0.0
0.8848,0.342,0.0
0.8885,0.697,0.0
0.0644,0.375,0.073
-0.5719,0.0,0.0
-0.0352,0.256,0.248
0.8779,0.138,0.0
0.4195,0.661,0.413
-0.8126,0.0,0.115
0.0,0.0,0.0
0.8883,0.341,0.097
0.8625,0.483,0.091
-0.9488,0.204,0.224
0.8271,0.406,0.0
-0.5719,0.0,0.0
0.8646,0.42,0.0
-0.7515,0.0,0.212
-0.8261,0.0,0.124
0.9312,0.248,0.153
0.0,0.762,0.0
-0.3137,0.592,0.36
0.705,0.278,0.0
0.8867,0.361,0.0
0.0,0.0,0.0
0.7165,0.384,0.126
0.0,0.0,0.0
0.0,0.0,0.0
0.1428,0.634,0.119
0.9061,0.393,0.0
-0.3941,0.0,0.062
-0.1923,0.649,0.147
0.0,0.0,0.0
-0.8576,0.0,0.168
-0.7902,0.0,0.397
0.764,0.191,0.107
0.6249,0.215,0.0
0.8092,0.203,0.166
-0.1779,0.804,0.345
0.9627,0.488,0.0
-0.5719,0.0,0.0
-0.7096,0.0,0.128
-0.4404,0.0,0.0
-0.5709,0.0,0.19
0.8612,0.416,0.0
0.886,0.238,0.0
0.9081,0.432,0.0
0.7579,0.765,0.0
0.7647,0.516,0.0
0.5994,0.603,0.0
0.4019,1.0,0.0
0.5574,0.0,0.0
0.8822,0.377,0.0
0.5647,0.646,0.0
0.9307,0.623,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.296,0.0,0.0
0.9877,0.408,0.0
0.8286,0.304,0.078
-0.2263,0.0,0.241
0.0,0.0,0.0
0.7594,0.366,0.162
0.9276,0.204,0.0
0.7137,0.169,0.0
0.9682,0.388,0.0
0.9528,0.778,0.0
0.743,0.512,0.0
-0.3804,0.0,0.185
0.969,0.256,0.0
0.6597,0.432,0.305
0.6908,0.775,0.216
0.9861,0.457,0.0
0.9005,0.211,0.148
0.9186,0.37,0.0
-0.5719,0.0,0.0
0.872,0.31,0.0
0.296,0.466,0.246
0.5574,0.0,0.0
0.8524,0.539,0.166
0.9941,0.337,0.0
-0.6249,0.0,0.069
0.8746,0.5,0.0
0.8045,0.599,0.061
0.5106,0.145,0.093
0.0516,0.235,0.194
-0.2057,0.0,0.115
0.7845,0.305,0.0
0.0,0.0,0.0
0.8074,0.76,0.18
0.8555,0.294,0.0
0.4019,0.574,0.0
-0.6486,0.0,0.155
0.7906,0.6,0.361
0.5859,0.655,0.0
0.9643,0.529,0.044
0.4927,0.262,0.0
0.1865,0.522,0.159
0.4404,0.293,0.0
0.7308,0.461,0.176
0.2732,0.512,0.341
0.0,0.615,0.0
0.9538,0.578,0.0
-0.296,0.0,0.688
0.8381,0.55,0.112
-0.6051,0.676,0.181
0.9152,0.325,0.0
-0.5719,0.459,0.283
0.9442,0.553,0.0
0.9759,0.685,0.0
0.9381,0.39,0.0
-0.6906,0.184,0.162
0.9238,0.421,0.0
-0.4956,0.0,0.181
0.5986,0.517,0.151
